title,authors,isbn13,# num_pages,average_rating,ratings_count,text_reviews_count,book_rating_count,book_review_count,clusters
Lord of the Flies,William Golding,9780812416114,208,3.67,310,38,1841763,30664,5
Essays in Love,Alain de Botton,9780330334365,249,3.98,1785,155,16034,1489,2
Letters to a Young Artist,Anna Deavere Smith,9781400032389,240,4.01,522,47,536,51,2
Love Is a Dog from Hell,Charles Bukowski,9780876853627,312,4.14,21626,825,22797,1050,4
The Journal of Scott Pendleton Collins: A World War 2 Soldier,Walter Dean Myers,9780439050135,140,3.97,1094,170,1248,212,2
Tales from the Perilous Realm,J.R.R. Tolkien,9780007149124,178,4.08,2964,147,5747,399,4
The Mermaids Singing,Lisa Carey,9780380815593,288,3.76,1805,229,2056,244,2
Homer's Daughter,Robert Graves,9780897330596,283,3.83,397,31,490,48,2
The Collapse of the Third Republic,William L. Shirer,9780306805622,1082,4.2,497,36,551,43,4
Green Eggs and Ham,Dr. Seuss,9780394800165,62,4.3,539202,8276,519703,8147,6
Usher's Passing,Robert R. McCammon,9780030618338,401,3.9,58,14,3382,162,2
Ghost Story,Peter Straub,9780224016865,512,3.95,21,2,60648,1585,2
Of Love and Other Demons,Gabriel García Márquez,9780517405093,160,3.98,33467,1070,46031,2056,2
The Marriage of Heaven and Hell,William Blake,9780486281223,48,4.24,6894,226,7573,272,4
The Complete Stories and Poems,Edgar Allan Poe,9780385074070,821,4.38,174162,1179,170532,1172,4
Complete Poems (Library of Classic Poets),Edgar Allan Poe,9780517082454,128,4.32,191,11,11407,315,4
Queer,William S. Burroughs,9780330300162,160,3.62,8784,258,9132,362,7
Cities of the Red Night,William S. Burroughs,9780312278465,332,3.77,3784,192,4139,210,2
Glue,Irvine Welsh,9780099436928,556,3.82,10933,197,11149,266,2
Marabou Stork Nightmares,Irvine Welsh,9780393315639,288,3.86,8369,252,8987,306,2
Filth,Irvine Welsh,9780393318685,393,3.74,19875,618,19907,756,2
The Female Brain,Louann Brizendine,9780767920094,304,3.82,8305,1179,9791,1407,2
The Golden Notebook,Doris Lessing,9780060931407,640,3.76,15435,1158,16874,1398,2
The Golden Notebook,Doris Lessing,9780060931407,640,3.76,15435,1158,16878,1398,2
Peace Like a River,Leif Enger,9780552999359,368,3.99,190,28,66307,6603,2
The Runaway Jury,John Grisham,9780385339698,358,3.97,239779,1617,239575,1841,2
The Runaway Jury,John Grisham,9780712661317,401,3.97,154,6,239575,1841,2
Poppy,Avi,9780689837180,163,3.96,6589,472,7141,572,2
Ella Enchanted,Gail Carson Levine,9780007171682,274,3.98,500,73,363366,9179,6
Ella Enchanted,Gail Carson Levine,9780007171682,274,3.98,500,73,363443,9182,6
Ella Enchanted,Gail Carson Levine,9780007171682,274,3.98,500,73,363457,9187,6
Ella Enchanted,Gail Carson Levine,9780590646086,232,3.98,133,7,363366,9179,6
Ella Enchanted,Gail Carson Levine,9780590646086,232,3.98,133,7,363443,9182,6
Ella Enchanted,Gail Carson Levine,9780590646086,232,3.98,133,7,363457,9187,6
Bait and Switch: The (Futile) Pursuit of the American Dream,Barbara Ehrenreich,9780805081244,248,3.48,3926,471,4308,538,7
Peony in Love,Lisa See,9781400064663,273,3.6,36508,3680,39444,4247,7
Peony in Love,Lisa See,9781400064663,273,3.6,36508,3680,39450,4247,7
The Calvin and Hobbes Lazy Sunday Book,Bill Watterson,9780836218527,128,4.67,19364,196,19441,204,4
The Complete Aubrey/Maturin Novels (5 Volumes),Patrick O'Brian,9780393060119,6576,4.7,1287,82,1259,80,4
The Adventures of Tom Sawyer & Adventures of Huckleberry Finn,Mark Twain,9780451528643,520,4.08,32742,451,35727,554,4
The Tristan Betrayal,Robert Ludlum,9780312990688,505,3.83,5810,142,6022,167,2
Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,9780590102285,268,4.14,612,60,152997,3059,4
The Tortilla Curtain,T. Coraghessan Boyle,9780140238280,355,3.65,23410,2768,24663,2913,7
Riven Rock,T. Coraghessan Boyle,9780140271669,466,3.64,2221,165,2437,192,7
World's End,T. Coraghessan Boyle,9780140299939,480,4.01,3180,212,3433,248,2
House of Leaves,Mark Z. Danielewski,9780385603102,705,4.12,90180,6932,100811,9058,4
House of Leaves,Mark Z. Danielewski,9780385603102,705,4.12,90180,6932,100845,9059,4
House of Leaves,Mark Z. Danielewski,9780385603102,705,4.12,90180,6932,100871,9063,4
A Parchment of Leaves,Silas House,9780345464972,304,4.17,3049,347,3078,354,4
The Complete Calvin and Hobbes,Bill Watterson,9780740748479,1456,4.82,31249,920,31875,946,4
The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,9780836204384,208,4.63,48868,359,49529,377,4
The Indispensable Calvin and Hobbes,Bill Watterson,9780751500288,255,4.74,15641,291,18001,353,4
The Days Are Just Packed,Bill Watterson,9780836217353,176,4.69,20021,236,21328,248,4
The Illustrated Man,Ray Bradbury,9780007127740,186,4.14,56781,1946,65133,3074,4
The Illustrated Man,Ray Bradbury,9780965020466,275,4.14,137,19,65133,3074,4
The Illustrated Man,Ray Bradbury,9780553105575,186,4.14,80,6,65133,3074,4
The Sot-Weed Factor,John Barth,9781903809501,756,4.08,5777,250,6361,360,4
The Sot-Weed Factor,John Barth,9781903809501,756,4.08,5777,250,6362,360,4
The Floating Opera and The End of the Road,John Barth,9780385240895,442,4.03,1897,110,1892,106,2
Chimera,John Barth,9780618131709,308,3.73,1727,79,1857,108,7
House of Stairs,William Sleator,9780140345803,176,3.85,3283,431,3765,512,2
Hell Phone,William Sleator,9780810954793,252,3.5,561,88,589,94,7
The Boy Who Couldn't Die,William Sleator,9780810987906,161,3.68,1649,250,1635,246,7
Among the Dolls,William Sleator,9780765352392,96,3.66,527,82,594,90,7
World's Fair,E.L. Doctorow,9780452275720,304,3.83,3074,220,3433,269,2
The March,E.L. Doctorow,9780812976151,363,3.8,8041,812,9040,954,2
Ragtime,E.L. Doctorow,9780333187623,270,3.88,57,0,33456,2139,2
The Wonderful Story of Henry Sugar and Six More,Roald Dahl,9780553152647,215,4.14,59,7,17566,935,4
The Wonderful Story of Henry Sugar and Six More,Roald Dahl,9780553121544,215,4.14,14,1,17566,935,4
The Wonderful Story of Henry Sugar and Six More,Roald Dahl,9780140057737,240,4.14,231,23,17566,935,4
The Dark Is Rising Sequence,Susan Cooper,9780140316889,786,4.28,256,16,13852,672,4
Greenwitch,Susan Cooper,9780689840340,147,4,22916,516,25017,724,2
Bellwether,Connie Willis,9780553562965,248,3.93,9100,1063,9619,1161,2
A Crack in the Edge of the World,Simon Winchester,9780060572006,419,3.78,5242,482,5696,611,2
Krakatoa: The Day the World Exploded,Simon Winchester,9780060838591,464,3.87,14491,1017,14669,1100,2
How the Irish Saved Civilization,Thomas Cahill,9780340637876,256,3.81,88,13,34293,1469,2
This Side of Brightness,Colum McCann,9780312421977,304,3.85,2410,253,2878,311,2
Savage Inequalities: Children in America's Schools,Jonathan Kozol,9780060974992,272,4.24,15021,666,14831,673,4
The Fuck-Up,Arthur Nersesian,9780671027636,304,3.57,10013,410,10057,414,7
Blankets,Craig Thompson,9781891830433,592,4.05,81211,5493,79836,5617,2
Tuck Everlasting,Natalie Babbitt,9780374480134,139,3.87,1516,182,197728,7992,2
Tuck Everlasting,Natalie Babbitt,9780374480134,139,3.87,1516,182,197781,7993,2
Tuck Everlasting,Natalie Babbitt,9780747564171,139,3.87,348,56,197728,7992,2
Tuck Everlasting,Natalie Babbitt,9780747564171,139,3.87,348,56,197781,7993,2
King of the Middle March,Kevin Crossley-Holland,9780439266017,432,3.81,1318,45,1632,66,2
Development as Freedom,Amartya Sen,9780375406195,384,4.08,49,2,5119,203,4
The Glass Castle,Jeannette Walls,9781419339578,288,4.26,1112,305,742920,46222,5
Z for Zachariah,Robert C. O'Brien,9781416939214,250,3.65,1005,227,12526,1489,7
The Anatomy of Human Destructiveness,Erich Fromm,9780805016048,576,4.2,2104,37,2399,61,4
Man for Himself: An Inquiry into the Psychology of Ethics,Erich Fromm,9780415307710,272,4.17,1435,31,1833,67,4
The Wealth of Nations,Adam Smith,9780553585971,1264,3.89,20012,579,23292,780,2
The Iron Dragon's Daughter,Michael Swanwick,9780380972333,424,3.7,2452,173,3083,241,7
The Postman Always Rings Twice,James M. Cain,9780752861746,116,3.8,22279,1222,26127,1801,2
Lord of the Flies,William Golding,9780571084838,223,3.67,4498,440,1840595,30634,5
Lord of the Flies,William Golding,9780571084838,223,3.67,4498,440,1841591,30660,5
Lord of the Flies,William Golding,9780571084838,223,3.67,4498,440,1841607,30660,5
Lord of the Flies,William Golding,9780571084838,223,3.67,4498,440,1841763,30664,5
Kinfolk,Pearl S. Buck,9781559211567,408,4.18,496,41,715,51,4
Angels Fall,Nora Roberts,9780399153723,391,3.99,36535,1015,39010,1244,2
Public Secrets,Nora Roberts,9780553589474,481,4.02,10769,407,13633,557,2
Double Identity,Margaret Peterson Haddix,9780689873744,224,4.02,266,52,14543,1349,2
Homer Price,Robert McCloskey,9780142404157,149,4.08,260,24,18858,514,4
Autobiography of a Yogi,Paramahansa Yogananda,9788120818941,516,4.23,9,0,36200,1701,4
To the Last Man: A Novel of the First World War,Jeff Shaara,9780345461360,636,4.22,4656,306,5341,339,4
Angels & Demons,Dan Brown,9780743486224,572,3.88,5617,619,2297734,26661,5
Angels & Demons,Dan Brown,9780743486224,572,3.88,5617,619,2298477,26675,5
Angels & Demons,Dan Brown,9780743486224,572,3.88,5617,619,2298773,26677,5
Angels & Demons,Dan Brown,9780743486224,572,3.88,5617,619,2298845,26677,5
Me vs. Me,Sarah Mlynowski,9780373895885,311,3.65,1642,119,1655,126,7
Social Intelligence: The New Science of Human Relationships,Daniel Goleman,9780553803525,403,3.98,9957,301,10472,346,2
Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,9780553804911,384,4.01,57944,1481,61212,1936,2
Existentialism from Dostoevsky to Sartre,Walter Kaufmann,9780452009301,384,4.08,4881,84,4940,95,4
The Problem of Pain,C.S. Lewis,9780006280934,176,4.09,37569,1202,38316,1422,4
Witness,Karen Hesse,9780439272001,161,3.71,4512,689,4653,728,7
The Music of Dolphins,Karen Hesse,9780590897983,181,3.82,5869,558,5891,570,2
Sisters,Danielle Steel,9780385340229,341,3.83,15011,1003,16056,1118,2
The Long Road Home,Danielle Steel,9780552145022,476,3.99,7196,290,7900,338,2
The Kestrel,Lloyd Alexander,9780141310695,244,3.99,2674,100,2776,114,2
100 Selected Poems,E.E. Cummings,9780394172194,121,4.31,229,24,24574,432,4
The Plot Against America,Philip Roth,9780224074537,391,3.75,331,48,33809,3020,2
The Darling,Russell Banks,9780060957353,400,3.78,1939,245,2171,272,2
Cloudsplitter,Russell Banks,9780060930868,758,3.9,3489,413,3706,436,2
A Multitude of Sins,Richard Ford,9780375726569,304,3.74,1158,70,1281,83,7
Gravity's Rainbow,Thomas Pynchon,9780553102710,887,4.03,144,34,31024,2746,2
Sailing the Wine-Dark Sea: Why the Greeks Matter,Thomas Cahill,9780385495547,352,3.77,2380,226,2553,251,2
The Gifts of the Jews: How a Tribe of Desert Nomads Changed the Way Everyone Thinks and Feels,Thomas Cahill,9780745950549,304,3.87,3066,218,3826,318,2
Pope Joan,Donna Woolfolk Cross,9780345416261,422,4.07,55313,3760,60142,4297,4
Muhammad: A Biography of the Prophet,Karen Armstrong,9780062508867,304,4.15,4795,250,5035,297,4
Hiroshima,John Hersey,9780679721031,152,3.96,49487,2192,49745,2393,2
The Wall,John Hersey,9780394756967,640,4.28,1784,54,1768,55,4
A Civil Action,Jonathan Harr,9780679772675,512,3.96,13237,738,13306,762,2
King Leopold's Ghost,Adam Hochschild,9780618711673,384,4.16,95,18,31492,2081,4
Leaves of Grass,Walt Whitman,9781416523710,624,4.12,66354,1334,76519,2178,4
Middlesex,Jeffrey Eugenides,9780965045643,529,4,1080,231,539113,21898,6
What Went Wrong? The Clash Between Islam & Modernity in the Middle East,Bernard Lewis,9780060516055,186,3.49,2409,251,2701,292,7
Acts of Faith,Philip Caputo,9780375725975,688,3.93,1573,231,1617,250,2
Mortals,Norman Rush,9780679737117,736,3.75,459,56,488,63,2
The Line of Beauty,Alan Hollinghurst,9781582346106,438,3.73,364,36,19529,1186,7
Bury the Chains,Adam Hochschild,9780618619078,496,4.27,1258,167,1390,180,4
Bury the Chains,Adam Hochschild,9780333904916,467,4.27,13,1,1390,180,4
Close Range,Annie Proulx,9780684852225,285,3.99,12219,770,13383,913,2
Accordion Crimes,Annie Proulx,9780684831541,432,3.59,5533,441,6029,516,7
That Old Ace in the Hole,Annie Proulx,9780007151523,384,3.75,3880,375,4487,473,2
That Old Ace in the Hole,Annie Proulx,9780007151523,384,3.75,3880,375,4487,474,2
Heart Songs and Other Stories,Annie Proulx,9780020360759,203,3.93,1822,120,1905,123,2
Authentic Happiness: Using the New Positive Psychology to Realize Your Potential for Lasting Fulfillment,Martin E.P. Seligman,9780743222983,336,3.95,8200,315,8473,342,2
The Birth of Venus,Sarah Dunant,9780812968972,427,3.8,85882,2886,86564,3114,2
Far Afield,Susanna Kaysen,9780679753766,352,3.82,301,47,284,41,2
Bag of Bones,Stephen King,9780340718209,660,3.89,456,40,151447,3465,2
Timequake,Kurt Vonnegut,9780425164341,272,3.72,2216,218,30418,1380,7
Blue Shoes and Happiness,Alexander McCall Smith,9781400075713,256,4.06,21814,923,23250,1048,2
The Fermata,Nicholson Baker,9780701159993,300,3.69,38,7,3940,371,7
Election,Tom Perrotta,9780425167281,200,3.86,6341,382,6935,467,2
Joe College,Tom Perrotta,9780312361785,306,3.38,3781,250,4154,294,7
And to Think That I Saw It on Mulberry Street,Dr. Seuss,9780007169924,64,3.99,19197,466,20345,563,2
The Blue Flowers,Raymond Queneau,9780811209458,232,4.04,974,38,1809,115,2
The Illustrated Man,Ray Bradbury,9780881031904,192,4.14,28,3,65133,3074,4
Intimate Enemies,Shana Abe,9780553581997,390,3.82,395,25,459,29,2
The Last Mermaid,Shana Abe,9780553584974,581,3.73,1297,111,1381,120,7
A Frolic of His Own,William Gaddis,9780684800523,512,3.84,1266,103,1348,121,2
The Serpent Mage,Greg Bear,9780712616720,343,4,1,0,508,17,2
American Psycho,Bret Easton Ellis,9780679735779,399,3.82,193100,7599,197145,8479,2
American Psycho,Bret Easton Ellis,9780679735779,399,3.82,193100,7599,197277,8486,2
American Psycho,Bret Easton Ellis,9780679735779,399,3.82,193100,7599,197315,8491,2
American Psycho,Bret Easton Ellis,9780679735779,399,3.82,193100,7599,197324,8491,2
The War of the Flowers,Tad Williams,9780756401818,828,3.87,7401,305,8050,370,2
Falling Man,Don DeLillo,9781416546023,246,3.21,9947,1077,11260,1271,7
Cosmopolis,Don DeLillo,9780330412742,209,3.22,11082,901,13450,1230,7
CivilWarLand in Bad Decline,George Saunders,9780099595816,179,4.22,12271,948,14993,1324,4
CivilWarLand in Bad Decline,George Saunders,9780099595816,179,4.22,12271,948,14998,1324,4
The Cheese Monkeys,Chip Kidd,9780060507404,288,3.75,4570,512,5247,610,2
Influence: The Psychology of Persuasion,Robert B. Cialdini,9780061241895,320,4.18,66035,2289,66822,2572,4
Ghost Hunters: William James and the Search for Scientific Proof of Life After Death,Deborah Blum,9781594200908,371,3.69,807,125,894,128,7
The Egyptologist,Arthur Phillips,9780715633991,392,3.27,51,7,3403,532,7
Heat,Mike Lupica,9780142407578,220,3.98,18422,1382,18307,1375,2
Journal of a Novel: The East of Eden Letters,John Steinbeck,9780140144185,182,4.09,998,117,1028,131,4
Never Go Back,Robert Goddard,9780552152112,464,3.71,1170,84,1272,94,7
You Can Never Go Home Again,Dyan Sheldon,9780816736911,166,4.26,21,4,129,11,4
A Pale View of Hills,Kazuo Ishiguro,9780571225378,183,3.73,11763,928,14335,1352,7
An Artist of the Floating World,Kazuo Ishiguro,9780571225361,206,3.75,14143,1064,16765,1410,2
When We Were Orphans,Kazuo Ishiguro,9780571225408,320,3.48,17878,1544,21291,2037,7
The Unconsoled,Kazuo Ishiguro,9780679735878,535,3.53,560,114,8398,1057,7
Emotionally Weird,Kate Atkinson,9780312279998,368,3.45,5066,450,5836,549,7
One Hundred Demons,Lynda Barry,9781570614590,224,4.16,7405,500,7311,511,4
The Great Influenza: The Story of the Deadliest Pandemic in History,John M. Barry,9780143036494,546,3.95,16701,1391,17091,1451,2
The Secret History,Donna Tartt,9781400031702,559,4.09,210713,14195,223470,15810,6
The Secret History,Donna Tartt,9781400031702,559,4.09,210713,14195,223648,15823,6
The Secret History,Donna Tartt,9781400031702,559,4.09,210713,14195,223678,15828,6
Choke,Chuck Palahniuk,9780385720922,293,3.69,165418,5063,171921,5615,7
Diary of a Mistress,Miasha,9780743281591,182,4.35,2449,85,2495,99,4
The Last Unicorn,Peter S. Beagle,9780370006543,224,4.18,90,15,86266,3822,4
The Last Unicorn,Peter S. Beagle,9780370006543,224,4.18,90,15,86286,3823,4
The Last Unicorn,Peter S. Beagle,9780345254849,248,4.18,40,5,86266,3822,4
The Last Unicorn,Peter S. Beagle,9780345254849,248,4.18,40,5,86286,3823,4
The Color of Water: A Black Man's Tribute to His White Mother,James McBride,9781573225786,291,4.08,89841,4432,91017,4598,4
One Morning in Maine,Robert McCloskey,9780140501742,64,4.37,11683,255,11638,273,4
Riddley Walker,Russell Hoban,9780747559047,236,4.03,297,44,6219,699,2
Charlie Wilson's War: The Extraordinary Story of How the Wildest Man in Congress and a Rogue CIA Agent Changed the History of our Times,George Crile,9780802141248,560,4,5803,624,6939,761,2
Practical Ethics,Peter Singer,9780521439718,411,4.06,1931,75,2256,100,2
Animal Liberation,Peter Singer,9780060011574,352,4.23,4933,335,5641,401,4
Nathaniel's Nutmeg: How One Man's Courage Changed the Course of History,Giles Milton,9780340696767,388,3.83,3213,226,3540,303,2
Layer Cake,J.J. Connolly,9780802141682,344,3.99,965,66,1288,92,2
Nixon Agonistes: The Crisis of the Self-Made Man,Garry Wills,9780618134328,640,4.12,427,32,445,37,4
Candy,Luke Davies,9780345423870,304,4.08,5687,292,5921,321,4
Everyone Worth Knowing,Lauren Weisberger,9781416543008,448,3.4,65846,1680,67748,2008,7
Down and Out in the Magic Kingdom,Cory Doctorow,9780765309532,208,3.56,10517,1037,11174,1129,7
The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,9780713912548,467,4.24,8,2,3552,441,4
Postwar: A History of Europe Since 1945,Tony Judt,9780143037750,933,4.34,7542,552,7799,595,4
Letting Go,Philip Roth,9780679764175,630,3.69,1053,86,1194,113,7
My Life as a Man,Philip Roth,9780679748274,334,3.72,1497,95,1729,132,7
The Great American Novel,Philip Roth,9780679749066,416,3.64,174,21,2046,170,7
Deception,Philip Roth,9780099801900,208,3.34,1474,114,1925,191,7
The Pilgrim's Progress,John Bunyan,9780486426754,324,3.99,81657,1751,88570,2542,2
Little Pilgrim's Progress: From John Bunyan's Classic,Helen L. Taylor,9780802449245,336,4.25,1945,121,2264,155,4
Famous Last Words,Timothy Findley,9780571209057,416,3.99,1348,56,1469,73,2
The Wars,Timothy Findley,9780571207992,218,3.87,6229,236,6873,328,2
Rise to Rebellion,Jeff Shaara,9780345427540,492,4.18,5731,383,6985,465,4
Gone for Soldiers: A Novel of the Mexican War,Jeff Shaara,9780345427519,424,4.13,184,16,4291,190,4
Gone for Soldiers: A Novel of the Mexican War,Jeff Shaara,9780345427519,424,4.13,184,16,4292,190,4
Illusions: The Adventures of a Reluctant Messiah,Richard Bach,9780099427865,144,4.15,48723,1834,50675,2035,4
Running from Safety: An Adventure of the Spirit,Richard Bach,9780385315289,368,3.79,1723,52,1922,72,2
The Maltese Falcon,Dashiell Hammett,9780752865331,213,3.91,66425,2851,74096,4036,2
The Maltese Falcon,Dashiell Hammett,9780752865331,213,3.91,66425,2851,74135,4039,2
The Dain Curse,Dashiell Hammett,9780752851808,256,3.83,5395,257,5960,325,2
The Continental Op,Dashiell Hammett,9780752856179,288,4.15,5145,102,5577,173,4
The Glass Key,Dashiell Hammett,9780752851334,214,3.96,8935,324,9720,441,2
Young Men and Fire,Norman Maclean,9780226500621,301,4.07,4148,369,4322,387,4
The Brief History of the Dead,Kevin Brockmeier,9781400095957,252,3.67,9235,1549,10086,1709,7
Gloriana,Michael Moorcock,9780446691406,496,3.64,1699,64,1928,103,7
America Alone: The End of the World As We Know It,Mark Steyn,9780895260789,224,4.14,3038,359,3365,379,4
A Light in the Attic,Shel Silverstein,9780060513061,176,4.34,337019,2473,335025,2644,4
Where the Sidewalk Ends,Shel Silverstein,9780060513030,176,4.3,1094416,9754,1084259,9910,1
Falling Up,Shel Silverstein,9780060513092,178,4.34,114058,1341,117244,1419,4
The Missing Piece Meets the Big O,Shel Silverstein,9780060256579,104,4.33,10010,496,10822,512,4
Falling Up,Shel Silverstein,9780590996891,178,4.34,139,6,117244,1419,4
The Giving Tree,Shel Silverstein,9780590396219,51,4.37,150,18,789681,15694,6
Like a Velvet Glove Cast in Iron,Daniel Clowes,9781560971160,200,4.07,6212,271,6313,276,4
Blood and Chocolate,Annette Curtis Klause,9780440226680,264,3.77,35072,1982,36196,2152,2
Blood and Chocolate,Annette Curtis Klause,9780440226680,264,3.77,35072,1982,36208,2153,2
In the Forests of the Night,Amelia Atwater-Rhodes,9780440228165,147,3.87,13262,492,13447,516,2
Demon in My View,Amelia Atwater-Rhodes,9780440228844,192,4.04,10803,389,11400,456,2
Shattered Mirror,Amelia Atwater-Rhodes,9780440229407,240,4.03,9290,255,9631,278,2
Midnight Predator,Amelia Atwater-Rhodes,9780440237976,256,4.02,7939,175,8222,202,2
Ricochet,Sandra Brown,9781416532354,400,3.97,14764,534,15878,725,2
The Alibi,Sandra Brown,9780446618670,564,4.03,19574,493,21126,602,2
Charade,Sandra Brown,9780446601856,496,3.93,5856,242,7097,316,2
Demon Rumm,Sandra Brown,9780553576078,230,3.35,3010,141,3167,171,7
Sunny Chandler's Return,Sandra Brown,9780553576061,256,3.59,2855,132,3367,169,7
Paula Spencer,Roddy Doyle,9780670038169,281,3.78,1895,181,2128,206,2
Paddy Clarke Ha Ha Ha,Roddy Doyle,9782264022448,307,3.75,16534,556,18083,755,2
Shooting an Elephant,George Orwell,9780141187396,368,4.11,6717,234,6624,235,4
Ape and Essence,Aldous Huxley,9780929587783,222,3.77,3559,187,3969,251,2
Despair,Vladimir Nabokov,9780141184548,163,3.92,189,20,6620,410,2
The Four Loves,C.S. Lewis,9780006280897,170,4.15,33684,1051,35136,1311,4
Miracles,C.S. Lewis,9780006280941,294,4.09,12226,429,12758,505,4
The Screwtape Letters,C.S. Lewis,9780020867401,172,4.22,313,39,272938,9169,4
The Screwtape Letters,C.S. Lewis,9780020867401,172,4.22,313,39,273073,9174,4
The Act of Creation,Arthur Koestler,9780140191912,752,4.26,349,23,366,27,4
Up in the Air,Walter Kirn,9780385722377,320,2.86,3442,492,4412,677,7
Thumbsucker,Walter Kirn,9780385497091,300,3.43,1187,110,1207,111,7
The Woman Warrior,Maxine Hong Kingston,9780679721888,204,3.73,20095,1087,21318,1239,7
The Summer of Katya,Trevanian,9781400098040,288,3.98,2176,113,2775,166,2
Scoop,Evelyn Waugh,9780141187495,222,3.85,13639,577,15133,794,2
Decline and Fall,Evelyn Waugh,9781417920761,300,3.85,7364,395,9921,679,2
Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Evelyn Waugh,9780316926348,351,4,76839,2950,83539,3825,2
The Loved One,Evelyn Waugh,9780141184241,127,3.78,7595,539,9154,849,2
A Three Dog Life,Abigail Thomas,9780151012114,182,3.73,179,43,7248,1172,7
Martin and Malcolm and America: A Dream or a Nightmare?,James H. Cone,9780883448243,358,4.35,1179,38,1072,34,4
Under the Volcano,Malcolm Lowry,9780060955229,397,3.79,17382,799,19576,1156,2
The Other Boleyn Girl,Philippa Gregory,9780743269834,664,4.05,3092,381,419008,16309,6
The Secret Diary of Anne Boleyn,Robin Maxwell,9780684849690,281,3.8,5109,301,5960,364,2
The Other Boleyn Girl,Philippa Gregory,9780739427118,664,4.05,1156,105,419008,16309,6
Lila: An Inquiry Into Morals,Robert M. Pirsig,9780553299618,480,3.78,5131,288,5465,317,2
To Have and to Hold,Jane Green,9780767912273,352,3.63,22462,435,23485,543,7
Mr. Maybe,Jane Green,9780767905206,368,3.44,85775,823,85624,910,7
Bookends,Jane Green,9780767907804,358,3.71,217,28,36673,921,7
The Farming of Bones,Edwidge Danticat,9780140280494,312,4.07,6511,582,6749,637,4
I Capture the Castle,Dodie Smith,9780312181109,343,4,62290,5742,72334,7274,2
I Capture the Castle,Dodie Smith,9780312181109,343,4,62290,5742,72368,7280,2
I Capture the Castle,Dodie Smith,9780312181109,343,4,62290,5742,72373,7280,2
The Professor,Charlotte Brontë,9781582870953,269,3.57,14050,517,15856,818,7
Morgan's Passing,Anne Tyler,9780449911723,346,3.79,3970,109,4130,127,2
Breathing Lessons,Anne Tyler,9780345485595,350,3.66,19858,1094,21261,1257,7
The Razor's Edge,W. Somerset Maugham,9781400034208,314,4.19,28339,2062,31559,2449,4
The Razor's Edge,W. Somerset Maugham,9781400034208,314,4.19,28339,2062,31576,2450,4
Our Mutual Friend,Charles Dickens,9780375761140,801,4.07,21543,916,23233,1237,4
The Scarlatti Inheritance,Robert Ludlum,9780752858654,381,3.84,10878,125,11574,169,2
Murder at the Vicarage,Agatha Christie,9780451201157,256,4.05,451,50,115732,2806,2
Barnyard Dance,Sandra Boynton,9781563054426,24,4.25,20885,472,20727,459,4
Theatre,W. Somerset Maugham,9780375724633,304,4.14,4740,164,5381,226,4
Violin,Anne Rice,9788466302203,289,3.27,15588,404,16772,529,7
Cry to Heaven,Anne Rice,9780345396938,566,3.84,17761,553,18511,631,2
Treasure Box,Orson Scott Card,9780061093982,384,3.32,3603,190,3769,215,7
Songmaster,Orson Scott Card,9780312876623,352,3.73,6307,283,6742,315,7
Hart's Hope,Orson Scott Card,9780425058190,261,3.47,24,4,3624,186,7
Loving God with All Your Mind,Elizabeth George,9780736913829,276,4.43,1434,75,1405,79,4
A Suitable Vengeance,Elizabeth  George,9780340831342,512,4.02,40,0,12027,409,2
Letters Home,Sylvia Plath,9780571201150,502,4.2,2326,62,2559,73,4
Far from the Madding Crowd,Thomas Hardy,9780140620474,374,3.94,312,41,109754,4888,2
The Rainbow Goblins,Ul De Rico,9780500277591,32,4.42,1383,139,1313,132,4
The Serpent and the Rainbow,Wade Davis,9780684839295,304,3.91,3233,279,3428,314,2
Who Do You Think You Are?,Alice Munro,9780770517120,206,3.93,302,21,3999,391,2
The Rape of Nanking,Iris Chang,9780965604925,290,4.12,59,11,20097,1568,4
The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant,9780671739164,704,4.11,10039,524,11641,737,4
The Philosophy of Andy Warhol (From A to B and Back Again),Andy Warhol,9780156717205,272,3.73,32180,381,30935,405,7
The Complete Poems (Poetry Library),D.H. Lawrence,9781853264177,704,4.01,1534,23,1609,30,2
Amnesia Moon,Jonathan Lethem,9780156031547,256,3.49,2882,224,3209,295,7
All Creatures Great and Small,James Herriot,9780330250498,552,4.32,182,14,103040,3138,4
All Creatures Great and Small,James Herriot,9780330250498,552,4.32,182,14,103052,3139,4
The Age of Grief,Jane Smiley,9780385721875,224,3.82,1341,119,1449,142,2
Venetia,Georgette Heyer,9780373771660,364,4.09,9627,730,11902,1111,4
Sprig Muslin,Georgette Heyer,9780099476351,268,3.79,4847,385,5812,494,2
The Talisman Ring,Georgette Heyer,9780099474395,268,4,5332,450,6334,554,2
Spiritual Midwifery,Ina May Gaskin,9781570671043,482,4.38,4965,418,5043,424,4
Stiff: The Curious Lives of Human Cadavers,Mary Roach,9780393324822,303,4.06,144610,11109,144416,11596,6
Horse Heaven,Jane Smiley,9780804119436,640,3.88,4504,321,4690,344,2
